,date,tz,city,idx,lat,lon,aqi,pm25,pm10,so2,no2,o3,co,h,t,r,w
585,2022-07-03 12:00:00,+08:00,Dandong (丹东),3476,40.0005,124.354707,55,55,18,5.6,2.3,14.7,9.1,95.9,23.7,0.1,2
586,2022-07-03 12:00:00,+08:00,Huludao (葫芦岛),3478,40.711052,120.836932,72,72,37,3.6,5.1,19.1,2.8,74.2,27.4,99.7,4
587,2022-07-03 12:00:00,+08:00,Panjin (盘锦),3479,41.119997,122.070714,50,50,30,1.6,4.6,29.7,5.5,87.3,26.9,0.2,4
588,2022-07-03 12:00:00,+08:00,Yingkou (营口),3480,40.667012,122.235418,55,55,17,3.1,6,39.8,4.6,87.3,26.9,0.2,4
589,2022-07-03 12:00:00,+08:00,Chaoyang (朝阳),4345,41.573734,120.450372,87,87,70,4.1,4.2,52.6,9.1,72.2,28.4,99.1,2
590,2022-07-03 12:00:00,+08:00,Tieling (铁岭),4346,42.22297,123.726163,76,76,46,4.1,8.3,42.3,5.5,49.5,20.8,,0.2
591,2022-07-03 12:00:00,+08:00,Liaoyang (辽阳),4347,41.267244,123.236944,55,55,28,3.6,2.8,33.3,4.6,74,28,,3.6
592,2022-07-03 12:00:00,+08:00,Fuxin (阜新),4348,42.021619,121.670324,104,104,48,3.1,6.9,55.2,7.3,85,26.6,0.9,5
593,2022-07-03 12:00:00,+08:00,"Nanshan, Jinzhou (锦州南山)",4370,41.0781,121.0986,68,68,33,4.6,4.6,27.3,5.5,74.2,27.4,99.7,4
594,2022-07-03 12:00:00,+08:00,"BDA, Jinzhou (锦州开发区)",5242,40.8333,121.045,57,57,33,2.6,3.7,12.6,4.6,74.2,27.4,99.7,4
595,,+08:00,"Baigu Water Plant, Jinzhou",4369,41.1219,121.2008,-,,,,,,,91,2,,4.9
596,,+08:00,"Monitoring station, Jinzhou",4368,41.1222,121.1178,-,,,,,,,91,2,,4.9
597,2022-07-03 12:00:00,+08:00,"Beihu Park, Jinzhou (锦州北湖公园)",4367,41.1386,121.1303,78,78,40,3.1,2.8,37.8,4.6,74.2,27.4,99.7,4
598,2022-07-03 12:00:00,+08:00,"Dayu, Benxi (本溪大峪)",4366,41.3283,123.8436,42,42,18,2.6,1.9,35.8,1.9,74,28,,3.6
599,2022-07-03 12:00:00,+08:00,"Xihu, Benxi (本溪溪湖)",4365,41.3369,123.7528,53,53,21,2.1,9.2,22,3.7,74,28,,3.6
600,2022-07-03 12:00:00,+08:00,"Caitun, Benxi (本溪彩屯)",4364,41.3047,123.7308,80,80,36,2.1,11,14.3,19.9,74,28,,3.6
601,2022-07-03 12:00:00,+08:00,"Dongming, Benxi (本溪东明)",4363,41.2864,123.7669,34,34,22,2.6,4.2,28.1,3.7,74,28,,3.6
602,,+08:00,"Occupational disease hospital, Benxi",4362,41.2692,123.7989,-,,,,,,,67,2,,5.8
603,2022-07-03 12:00:00,+08:00,"Weining, Benxi (本溪威宁)",4361,41.3472,123.8142,33,30,14,4.1,1,32.9,4.6,74,28,,3.6
604,2022-07-03 12:00:00,+08:00,"Shengou Temple, Anshan (鞍山深沟寺)",4354,41.1196,123.044,42,42,14,3.1,2.3,31.7,3.7,74,28,,3.6
605,,+08:00,"Central Station, Anshan",4353,41.0931,123.011,-,,,,,,,,,,
606,,+08:00,"Taiping Station, Anshan",4352,123.0485,41.1442,-,,,,,,,,,,
607,,+08:00,"Tiexi, Anshan",4351,122.9642,41.0971,-,,,,,,,,,,
608,2022-07-03 12:00:00,+08:00,"Míngdá district, Anshan (鞍山明达新区)",4350,41.0831,123.0156,55,55,17,1.1,3.7,32.9,4.6,74,28,,3.6
609,,+08:00,"Qianshan Park, Anshan",4349,41.0228,123.1289,-,,,,,,,,,,
610,,+08:00,"Wanghua, Fushun",4360,41.8469,123.81,-,,,,,,,,,,
611,,+08:00,"Xinhua, Fushun",4359,41.8828,123.9169,-,,,,,,,,,,
612,,+08:00,"Dongzhou, Fushun",4358,41.8625,124.0383,-,,,,,,,,,,
613,,+08:00,"Train Station, Fushun",4357,41.8594,123.9,-,,,,,,,,,,
614,,+08:00,"Reservoir, Fushun",4356,41.8864,124.0878,-,,,,,,,,,,
615,2022-07-03 12:00:00,+08:00,"Shenfu new town, Fushun (抚顺沈抚新城)",4355,41.8417,123.7117,85,85,27,1.6,2.8,43.1,2.8,74,28,,3.6
616,2022-07-03 12:00:00,+08:00,"Industrial Area, Fuxin (阜新工业园区)",4387,41.9967,121.6178,89,89,48,3.1,3.7,53.9,4.6,75.9,26.6,99.1,5
617,,+08:00,"People's Park, Fuxin",4386,42.0186,121.6561,-,,,,,,,,,,
618,2022-07-03 12:00:00,+08:00,"Agricultural Area, Fuxin (阜新农业园区)",4385,42.0503,121.6972,104,104,48,3.1,3.7,55.2,6.4,85,25.3,0.9,4
619,,+08:00,"Environment protection office, Fuxin",4384,42.0228,121.6722,-,,,,,,,,,,
620,,+08:00,"Yulong Xinchengzi Station, Fuxin",4383,42.0486,121.6592,-,,,,,,,,,,
621,,+08:00,"Chemical Factory, Liaoyang",4382,41.1953,123.2,-,,,,,,,,,,
622,,+08:00,"No. 201 blood bank, Liaoyang",4381,41.2553,123.15,-,,,,,,,,,,
623,,+08:00,"Yuanlin Compound, Liaoyang",4380,41.2736,123.1761,-,,,,,,,,,,
624,,+08:00,"Steel Pipe Factory, Liaoyang",4379,41.2894,123.1417,-,,,,,,,,,,
625,,+08:00,"Steel Factory, Tieling",4378,123.8139,42.3022,-,,,,,,,,,,
626,2022-07-03 12:00:00,+08:00,"Waterpark, Tieling (铁岭水上乐园)",4377,42.2953,123.8831,68,68,26,3.1,5.5,42.3,4.6,49.5,20.8,,0.2
627,,+08:00,"Benzhan, Tieling",4376,42.2864,123.8489,-,,,,,,,,,,
628,,+08:00,"Jinsha River, Tieling",4375,42.2217,123.7153,-,,,,,,,,,,
629,,+08:00,"Landscape Management Office, Chaoyang",4373,41.5672,120.4486,-,,,,,,,61,4,,5.8
630,,+08:00,"Flour Mill, Chaoyang",4372,41.5647,120.4247,-,,,,,,,61,4,,5.8
631,,+08:00,"Longcheng Agricultural Park, Chaoyang",4371,41.615,120.3939,-,,,,,,,61,4,,5.8
632,,+08:00,"No.1 Construction company, Component factory, Chaoyang",4374,41.5931,120.4439,-,,,,,,,61,4,,5.8
633,2022-07-03 12:00:00,+08:00,"hún nán dōng lù, Shenyang , Shenyang (沈阳浑南东路)",5218,41.7561,123.535,68,68,26,3.6,4.6,39.4,7.3,74,28,,3.6
634,2022-07-03 12:00:00,+08:00,"Tanglin Road , Shenyang , Shenyang (沈阳东陵路)",5216,41.8336,123.542,70,70,24,3.1,2.8,37.8,6.4,74,28,,3.6
635,2022-07-03 12:00:00,+08:00,"wenhua street, Shenyang , Shenyang (沈阳文化路)",5215,41.765,123.41,82,82,34,3.6,3.7,36.6,6.4,74,28,,3.6
636,2021-12-14 14:00:00,+08:00,"xuéfǔ nánlù, Yingkou , Yingkou (营口学府南路)",5225,40.6592,122.2414,187,187,86,5.1,17,19.5,8.2,77.1,-1.2,,2
637,2022-07-03 12:00:00,+08:00,"Daqing Road , Yingkou , Yingkou (营口大庆路)",5224,40.7094,122.2703,55,55,17,3.1,3.7,39.8,4.6,87.3,26.9,0.2,4
638,2022-07-03 12:00:00,+08:00,"jinghu west street, Yingkou , Yingkou (营口镜湖西路)",5223,40.6511,122.215,42,42,15,2.1,6,36.6,4.6,87.3,26.9,0.2,4
639,2022-07-03 12:00:00,+08:00,"jiangwan east street, Dandong , Dandong (丹东江湾东路)",5222,40.0625,124.3303,55,55,16,4.1,2.3,12.6,2.8,95.9,23.7,0.1,2
640,2022-07-03 12:00:00,+08:00,"linjiang houjie, Dandong , Dandong (丹东临江后街)",5221,40.1503,124.4256,34,34,,5.6,1,14.7,9.1,95.9,23.7,0.1,2
641,2022-07-03 12:00:00,+08:00,"yuanbaoshan, Dandong , Dandong (丹东元宝山)",5220,40.1461,124.3933,55,55,18,3.1,2.3,12.2,1,95.9,23.7,0.1,2
642,2022-07-03 12:00:00,+08:00,"minzhu bridge, Dandong , Dandong (丹东民主桥)",5219,40.1194,124.3678,55,55,18,5.6,2.3,13.5,2.8,95.9,23.7,0.1,2
643,2022-07-03 12:00:00,+08:00,"xīnshēng jiēdào, Panjin , Panjin (盘锦新生街道)",5226,41.1042,121.835,50,50,18,2.1,4.6,29.7,4.6,87.3,26.9,0.2,4
644,2022-07-03 12:00:00,+08:00,"longgang district, Huludao , Huludao (葫芦岛龙港区)",5230,40.7136,120.9092,63,63,17,3.6,2.3,16.7,2.8,74.2,27.4,99.7,4
645,2022-07-03 12:00:00,+08:00,"huagong street, Huludao , Huludao (葫芦岛化工街)",5229,40.7514,120.8392,72,72,31,2.6,5.1,19.1,2.8,74.2,27.4,99.7,4
646,2022-07-03 12:00:00,+08:00,"Xīnqū, Huludao (葫芦岛新区)",5228,40.715,120.8478,57,57,17,3.1,3.7,15.9,1,74.2,27.4,99.7,4
647,2022-07-03 12:00:00,+08:00,"Dongcheng District , Huludao , Huludao (葫芦岛东城区)",5227,40.7736,120.8631,59,59,37,1.6,4.2,14.7,1.9,74.2,27.4,99.7,4
648,2022-07-03 12:00:00,+08:00,"Taiyang, Anshan (鞍山太阳城)",5235,41.0931,123.011,42,42,19,3.1,4.6,35,8.2,74,28,,3.6
649,2022-07-03 12:00:00,+08:00,"tàipíng, Anshan , Anshan (鞍山太平)",5234,41.1442,123.0485,50,50,22,2.1,3.7,34.6,7.3,74,28,,3.6
650,2022-07-03 12:00:00,+08:00,"Tiexi Sandao jie, Anshan (鞍山铁西三道街)",5233,41.0971,122.9642,55,55,23,2.6,4.6,36.2,5.5,74,28,,3.6
651,2022-07-03 12:00:00,+08:00,"West Industrial Park , Anshan , Anshan (鞍山铁西工业园区)",5231,41.0833,122.9481,53,53,20,1.6,2.3,36.6,7.3,74,28,,3.6
652,2022-05-19 08:00:00,+08:00,"Qianshan , Anshan , Anshan (鞍山千山)",5232,41.0228,123.1289,53,53,17,4.6,2.8,37,6.4,31,24,,6.6
653,2022-07-03 12:00:00,+08:00,"Wanghua district, Fushun , Fushun (抚顺望花区)",5240,41.8469,123.81,89,89,31,3.6,4.2,45.5,7.3,74,28,,3.6
654,2022-07-03 12:00:00,+08:00,"Shuncheng district, Fushun , Fushun (抚顺顺城区)",5239,41.8828,123.9169,97,97,33,4.1,7.4,37,9.1,74,28,,3.6
655,2022-07-03 12:00:00,+08:00,"Dongzhou district, Fushun , Fushun (抚顺东洲区)",5238,41.8625,124.0383,65,65,28,2.1,1.9,43.9,5.5,74,28,,3.6
656,2022-07-03 12:00:00,+08:00,"Xinfu district, Fushun , Fushun (抚顺新抚区)",5237,41.8594,123.9,63,63,31,2.6,6.4,42.7,7.3,74,28,,3.6
657,2022-07-03 12:00:00,+08:00,"Dahuofang reservoir, Fushun , Fushun (抚顺大伙房水库)",5236,41.8864,124.0878,68,68,17,3.1,1.9,42.3,2.8,74,28,,3.6
658,2022-07-03 12:00:00,+08:00,"Xinlitun , Benxi , Benxi (本溪新立屯)",5241,41.2692,123.7989,42,42,20,1.6,2.3,28.1,5.5,74,28,,3.6
659,2022-07-03 12:00:00,+08:00,"baigu street, Jinzhou, Jinzhou (锦州百股街道)",5244,41.1219,121.2008,68,68,19,3.1,3.7,28.1,3.7,74.2,27.4,99.7,4
660,2022-07-03 12:00:00,+08:00,"tianan street, Jinzhou , Jinzhou (锦州天安街道)",5243,41.1222,121.1178,76,76,39,5.1,4.2,33.3,5.5,74.2,27.4,99.7,4
661,2022-07-03 12:00:00,+08:00,"changqing street, Fuxin , Fuxin (阜新长青街)",5212,42.0186,121.6561,50,50,40,3.1,6.9,48.4,4.6,85,25.3,0.9,4
662,2022-07-03 12:00:00,+08:00,"Dongyuan , Fuxin , Fuxin (阜新东苑)",5211,42.0228,121.6722,99,99,42,3.1,5.5,51.9,7.3,85,25.3,0.9,4
663,2022-07-03 11:00:00,+08:00,"Yulong Metro , Fuxin , Fuxin (阜新玉龙新城)",5210,42.0486,121.6592,127,127,51,2.1,2.3,43.1,5.5,85,25.3,0.9,4
664,2022-07-03 12:00:00,+08:00,"Hongwei District , Liaoyang , Liaoyang (辽阳宏伟区)",5209,41.1953,123.2,42,42,18,2.6,1.9,32.5,2.8,74,28,,3.6
665,2022-07-03 12:00:00,+08:00,"xīnhuá yuán, Liaoyang , Liaoyang (辽阳新华园)",5208,41.2553,123.15,42,42,16,2.6,2.3,33.3,2.8,74,28,,3.6
666,2022-07-03 12:00:00,+08:00,"Riverside Road , Liaoyang , Liaoyang (辽阳滨河路)",5207,41.2736,123.1761,55,55,77,3.6,1.9,28.5,4.6,74,28,,3.6
667,2022-07-03 12:00:00,+08:00,"West Industrial Park , Liaoyang , Liaoyang (辽阳铁西工业园)",5206,41.2894,123.1417,50,50,28,1.6,2.8,29.7,4.6,74,28,,3.6
668,2022-07-03 12:00:00,+08:00,"Huigong Street West , Tieling , Tieling (铁岭汇工街西)",5205,42.3022,123.8139,76,76,46,3.1,5.5,40.3,5.5,49.5,20.8,,0.2
669,2022-07-03 12:00:00,+08:00,"Yínzhōu lù dōngduàn, Tieling (铁岭银州路东段)",5204,42.2864,123.8489,76,76,31,3.1,7.8,40.7,3.7,49.5,20.8,,0.2
670,2022-07-03 12:00:00,+08:00,"jīnshā jiāng lù běi, Tieling , Tieling (铁岭金沙江路北)",5203,42.2217,123.7153,74,74,38,4.1,8.3,39.4,5.5,49.5,20.8,,0.2
671,2022-07-03 12:00:00,+08:00,"xī liáng, Chaoyang , Chaoyang (朝阳西梁)",5202,41.5931,120.4439,87,87,70,3.1,4.2,45.5,9.1,72.2,28.4,99.1,2
672,2022-07-03 12:00:00,+08:00,"hepan district, Chaoyang , Chaoyang (朝阳河畔小区)",5201,41.5672,120.4486,85,85,70,3.6,2.3,46.8,9.1,72.2,28.4,99.1,2
673,2022-07-03 12:00:00,+08:00,"Bālǐ bǎo, Chaoyang , Chaoyang (朝阳八里堡)",5200,41.5647,120.4247,85,85,45,2.6,3.7,45.9,10,72.2,28.4,99.1,2
674,2022-07-03 12:00:00,+08:00,"Agricultural Area, Chaoyang (朝阳农业园区)",5199,41.615,120.3939,87,87,50,4.1,2.3,52.6,8.2,72.2,28.4,99.1,2
675,2022-07-03 12:00:00,+08:00,"Chénliáoxī lù, Shenyang (沈阳沈辽西路)",8755,41.7347,123.2444,68,68,33,2.6,1,37.8,7.3,74,28,,3.6
676,2022-07-03 12:00:00,+08:00,"yùnóng lù, Shenyang (沈阳裕农路)",8756,41.9086,123.5953,65,65,26,4.6,3.7,38.2,6.4,74,28,,3.6
677,,+08:00,"chén běi, Shenyang , Shenyang",5213,42.053486,123.526876,-,,,,,,,62,4,,4.9
678,,+08:00,"Tiexi, Shenyang",5214,,,-,,,,,,,62,4,,4.9
679,,+08:00,"bái tǎ, Shenyang , Shenyang",5217,,,-,,,,,,,62,4,,4.9
680,,+08:00,"Guǎngnán reservoir, Dongying",547,37.37805556,118.8191667,-,,,,,,,95.2,21.7,99.2,
681,,+08:00,"Vocational and Technical College, Laiwu",603,36.22888889,117.6888889,-,,,,,,,100,20.2,0.3,
682,2022-07-03 12:00:00,+08:00,"City Monitoring Station, Jinan (济南市监测站)",497,36.66222222,117.0486111,89,89,64,4.1,20.6,30.1,0.1,76.2,28.2,99.1,1
683,2022-06-30 21:00:00,+08:00,"Shandong Institute of Economics, Jinan (济南山东经济学院)",498,36.63777778,117.0688889,82,82,30,4.1,9.6,45.5,0.1,82.8,23.6,0.2,2
684,2022-07-03 12:00:00,+08:00,"Quancheng Plaza, Jinan (济南泉城广场)",499,36.66138889,117.0211111,107,107,75,3.1,17.4,30.1,0.1,76.2,28.2,99.1,1
685,2022-07-03 12:00:00,+08:00,"Kegansuo, Jinan (济南科干所)",500,36.61138889,116.9880556,82,82,49,3.6,14.7,33.8,0.1,76.2,28.2,99.1,1
686,2022-07-03 12:00:00,+08:00,"Shāndōng lǔnéng, Jinan (济南山东鲁能)",501,36.59277778,117.0241667,82,82,40,3.1,6,26.4,0.1,76.2,28.2,99.1,1
687,2022-07-03 12:00:00,+08:00,"Agriculture Science Institute, Jinan (济南农科所)",502,36.663,116.945,72,72,62,4.1,20.2,30.1,0.1,76.2,28.2,99.1,1
688,2022-07-03 12:00:00,+08:00,"Jīchuáng èr chǎng, Jinan (济南机床二厂)",503,36.64088889,116.9427778,87,87,61,3.6,18.3,34.6,0.1,76.2,28.2,99.1,1
689,2022-07-03 12:00:00,+08:00,"Lanxiang technical school, Jinan (济南兰翔技校)",504,36.70027778,116.9477778,99,99,71,3.6,17.4,26.9,0.1,76.2,28.2,99.1,1
690,2022-07-03 12:00:00,+08:00,"Chemical factory, Jinan (济南化工厂)",505,36.68722222,116.9886111,72,72,64,5.6,21.5,28.1,0.1,76.2,28.2,99.1,1
691,2022-07-03 12:00:00,+08:00,"Provincial Seed Warehouse, Jinan (济南省种子仓库)",506,36.68527778,117.0602778,109,109,62,2.6,16.5,27.7,0.1,76.2,28.2,99.1,1
692,2022-07-03 12:00:00,+08:00,"Shandong Architecture University, Jinan (济南山东建筑大学)",507,36.68138889,117.1858333,87,87,58,3.6,13.8,31.7,0.1,76.2,28.2,99.1,1
693,2020-06-17 17:00:00,+08:00,"Baosheng cable company, Jinan (济南宝胜电缆)",508,36.72256667,117.1247222,85,85,27,4.1,14.7,38.2,0.1,93.9,18.3,0.5,1
694,2020-02-25 00:00:00,+08:00,"Paomaling, Jinan (济南跑马岭)",509,36.4785,117.2130556,174,174,81,2.6,23.8,4.1,0.1,99.3,5.7,1.3,4
695,2022-07-03 11:00:00,+08:00,"Changqing District Communist Party School, Jinan (济南长清区委党校)",510,36.54861111,116.7651667,76,76,40,4.1,5.5,34.6,0.1,76.2,28.2,99.1,1
696,2022-07-03 12:00:00,+08:00,"BDA, Jinan (济南开发区)",511,36.68538889,117.1247222,97,97,59,4.1,17.9,34.6,0.1,76.2,28.2,99.1,1
697,2022-07-03 12:00:00,+08:00,"Shinan district No. 1, Qingdao (青岛市南区1号)",512,36.06525,120.403259,30,30,7,3.1,2.3,16.7,0.1,94,25,,6.6
698,2022-07-03 12:00:00,+08:00,"Tuán dǎo, Qingdao (青岛团岛)",513,36.054169,120.294134,50,50,13,3.1,6.9,15.5,0.1,94,25,,6.6
699,2021-03-03 16:00:00,+08:00,"Shibei district No. 1, Qingdao (青岛市北区1号)",514,36.069711,120.336184,65,65,47,2.1,12.8,30.9,0.1,57,9,,6.6
700,2022-07-03 12:00:00,+08:00,"Shibei district No. 2, Qingdao (青岛市北区2号)",515,36.103886,120.36125,65,65,29,1.6,5.5,15.5,0.1,94,25,,6.6
701,2022-07-03 12:00:00,+08:00,"Huangdao District No. 1, Qingdao (青岛黄岛区1号)",516,35.958797,120.185909,42,42,9,2.1,4.2,22.4,0.1,94,25,,6.6
702,2022-07-03 12:00:00,+08:00,"Huangdao District No. 2, Qingdao (青岛黄岛区2号)",517,35.970289,120.155109,46,46,21,0.6,1,21.6,0.1,94,25,,6.6
703,,+08:00,"Laoshan District No. 1, Qingdao",518,36.085636,120.446784,-,,,,,,,,,,
704,2021-01-01 01:00:00,+08:00,"Yǎng kǒu, Qingdao (青岛仰口)",519,36.240156,120.660697,17,9,17,3.1,5.5,,0.1,72,-9,,0.5
705,,+08:00,"Laoshan District No. 2, Qingdao (青岛崂山区2号)",520,36.090925,120.48547,-,,,,,,,46,10,,3.6
706,2020-10-15 15:00:00,+08:00,"Licang District No. 1, Qingdao (青岛李沧区1号)",521,36.18457,120.380186,35,38,25,3.1,6.9,35,0.1,59,18,,2.5
707,,+08:00,"Licang District No. 2, Qingdao (青岛李沧区2号)",522,36.154078,120.427178,-,,,,,,,46,10,,3.6
708,2022-07-03 12:00:00,+08:00,"Chengyang District No. 1, Qingdao (青岛城阳区1号)",523,36.308156,120.39492,50,50,31,2.1,3.2,17.5,0.1,94,25,,6.6
709,,+08:00,"Chengyang District No. 2, Qingdao (青岛城阳区2号)",524,36.308156,120.460772,-,,,,,,,46,10,,3.6
710,2022-07-03 12:00:00,+08:00,"Zichuan Meteo. Stations, Zibo (淄博淄川气象站)",525,36.63777778,117.9544444,55,55,29,4.6,4.6,37.8,0.1,84.1,26.6,99.1,2
711,2022-07-03 12:00:00,+08:00,"Fènghuáng shān, Zibo (淄博凤凰山)",526,36.66555556,117.9233333,70,70,49,3.1,5.5,34.2,0.1,84.1,26.6,99.1,2
712,2022-07-03 12:00:00,+08:00,"People's Park, Zibo (淄博人民公园)",527,36.80833333,118.0422222,154,154,60,5.6,8.3,38.2,0.1,84.1,26.6,99.1,2
713,2022-07-03 12:00:00,+08:00,"Dongfeng Chemical factory, Zibo (淄博东风化工厂)",528,36.83805556,118.0447222,144,144,66,11.2,8.3,44.7,0.1,84.1,26.6,99.1,2
714,2022-07-03 12:00:00,+08:00,"Xīnqū, Zibo (淄博新区)",529,36.84333333,118.0175,127,127,65,12.7,12.8,39,0.1,84.1,26.6,99.1,2
715,2022-07-03 12:00:00,+08:00,"Nán dìng, Zibo (淄博南定)",530,36.80305556,118.0244444,114,114,72,6.1,9.6,38.2,0.1,84.1,26.6,99.1,2
716,2022-07-03 12:00:00,+08:00,"Boshan shuangshan, Zibo (淄博博山双山)",531,36.49722222,117.8477778,61,61,13,2.6,3.7,35,0.1,84.1,26.6,99.1,2
717,2022-07-03 12:00:00,+08:00,"Qīnglóng shān, Zibo (淄博青龙山)",532,36.45972222,117.8702778,42,42,20,2.6,1.4,37,0.1,84.1,26.6,99.1,2
718,2022-07-03 11:00:00,+08:00,"Linzi Putian Park, Zibo (淄博临淄莆田园)",533,36.81972222,118.3091667,72,72,27,3.6,4.2,35,0.1,84.1,26.6,99.1,2
719,2022-07-03 12:00:00,+08:00,"Qilu Petrochemical, Zibo (淄博齐鲁石化)",534,36.76555556,118.2491667,55,55,30,1.6,4.2,27.3,0.1,84.1,26.6,99.1,2
720,2021-03-03 16:00:00,+08:00,"Zhoucun sanjin Group, Zibo (淄博周村三金集团)",535,36.80416667,117.8511111,91,91,46,6.6,9.2,45.5,0.1,29,12.1,99.3,4
721,2022-07-03 12:00:00,+08:00,"Vocational College, Zibo (淄博职业学院)",536,36.825,117.9205556,144,144,68,10.7,11.5,40.3,0.1,84.1,26.6,99.1,2
722,2020-02-25 00:00:00,+08:00,"BDA, Zibo (淄博开发区)",537,36.90472222,118.0158333,174,174,81,2.6,23.8,4.1,0.1,95.3,6.9,0.2,4
723,2022-07-03 12:00:00,+08:00,"Shizhong District Government, Zaozhuang (枣庄市中区政府)",538,34.85138889,117.5638889,55,55,33,4.6,3.2,47.2,0.1,75.8,29.1,1,2
724,2022-07-03 12:00:00,+08:00,"Sewage treatment plant, Zaozhuang (枣庄污水处理厂)",539,34.82,117.5897222,78,78,45,2.1,6.4,42.3,0.1,75.8,29.1,1,2
725,2022-07-03 12:00:00,+08:00,"Xuecheng EPA, Zaozhuang (枣庄薛城区环保局)",540,34.79111111,117.2666667,91,91,50,19.8,1.9,41.1,0.1,62.8,32.5,99.4,3
726,2022-07-03 12:00:00,+08:00,"Yicheng District government, Zaozhuang (枣庄峄城区政府)",541,34.77388889,117.5708333,63,63,29,4.1,4.2,45.1,0.1,75.8,29.1,1,2
727,2022-07-03 12:00:00,+08:00,"Taierzhuang EPA, Zaozhuang (枣庄台儿庄环保局)",542,34.58055556,117.7352778,55,55,36,6.1,5.5,41.5,0.1,62.8,32.5,99.4,3
728,2022-07-03 12:00:00,+08:00,"Shanting EPA, Zaozhuang (枣庄山亭区环保局)",543,35.07083333,117.4516667,76,76,42,5.6,4.6,44.7,0.1,75.8,29.1,1,2
729,2022-07-03 12:00:00,+08:00,"City EPA, Zaozhuang (枣庄市环保局)",544,34.81027778,117.3147222,87,87,36,3.6,4.2,61,0.1,62.8,32.5,99.4,3
730,2022-07-03 12:00:00,+08:00,"High-tech zone, Zaozhuang (枣庄高新区)",545,34.8225,117.3575,68,68,29,2.1,3.7,44.7,0.1,62.8,32.5,99.4,3
731,2022-07-03 12:00:00,+08:00,"City EPA, Dongying (东营市环保局)",546,37.43138889,118.6672222,72,72,25,3.6,1.9,23.6,0.1,84.1,26.7,1.6,3
732,2022-07-03 12:00:00,+08:00,"Vocational College, Dongying (东营职业学院)",548,37.43805556,118.625,74,74,31,1.6,1.4,26,0.1,84.1,26.7,1.6,3
733,2021-11-14 09:00:00,+08:00,"Xianhe Oil Production Plant, Dongying (东营现河采油厂)",549,37.44166667,118.5044444,155,155,84,7.1,26.1,7.4,0.1,65.9,24.9,,2
734,2020-11-17 17:00:00,+08:00,"Gengjin village, Dongying (东营耿井村)",550,37.44444444,118.5527778,160,160,81,4.1,37.1,8.2,0.1,76.9,14.4,,1
735,2021-03-03 16:00:00,+08:00,"City environmental company, Dongying (东营市环保公司)",551,37.46583333,118.5022222,87,87,55,5.1,9.6,39.8,0.1,31.1,14.6,0.1,6
736,2022-07-03 12:00:00,+08:00,"Shènglì hospital, Dongying (东营胜利医院)",552,37.47222222,118.6408333,72,72,29,2.1,3.2,22.8,0.1,84.1,26.7,1.6,3
737,2022-07-03 11:00:00,+08:00,"Hekou  district, Dongying (东营河口区)",553,37.88305556,118.5163889,65,65,31,1.6,5.5,35.8,0.1,83.8,28.5,99.1,1
738,2022-07-03 12:00:00,+08:00,"BDA, Dongying (东营开发区)",554,37.43444444,118.6961111,82,82,37,5.1,1.9,26.4,0.1,84.1,26.7,1.6,3
739,2022-07-03 12:00:00,+08:00,"Bearing Factory, Yantai (烟台轴承厂)",555,37.54311096,121.371706,42,42,13,2.1,0.5,17.1,0.1,85.3,13.1,,8
740,2022-07-03 12:00:00,+08:00,"Xijiao Chemical Station, Yantai (烟台西郊化工站)",556,37.546224,121.3185607,21,21,11,2.1,1,15.9,0.1,85,13.3,,9
741,2022-07-03 12:00:00,+08:00,"Lǔdōng Univertity, Yantai (烟台鲁东大学)",557,37.52368316,121.3553673,46,46,15,3.6,1.9,17.1,0.1,85,13.3,,9
742,2022-07-03 11:00:00,+08:00,"Fushan Monitoring Stations, Yantai (烟台福山区监测站)",558,37.47141415,121.2550926,38,38,13,1.1,2.3,13,0.1,85,13.3,,11
743,2022-07-03 12:00:00,+08:00,"Mouping EPA, Yantai (烟台牟平区环保局)",559,37.37605485,121.5817255,55,55,22,5.1,1.9,20.4,0.1,85,13.3,,9
744,2022-07-03 12:00:00,+08:00,"Laishan EPA, Yantai (烟台莱山区环保局)",560,37.47743887,121.4430704,30,30,13,3.1,0.5,15.9,0.1,85,13.3,,9
745,2022-07-03 12:00:00,+08:00,"Laishan Shengquan Industrial Park, Yantai (烟台莱山盛泉工业园)",561,37.42609554,121.4031242,25,25,20,3.6,2.3,14.3,0.1,85,13.3,,9
746,2022-07-03 12:00:00,+08:00,"China Agricultural University, Yantai (烟台中国农业大学)",562,37.42276743,121.5068398,38,38,18,2.1,3.7,17.5,0.1,85.3,13.1,,8
747,2022-07-03 12:00:00,+08:00,"BDA EPA, Yantai (烟台开发区环保局)",563,37.5599778,121.2529217,21,21,16,3.6,1,19.1,0.1,85.3,13.1,,8
748,2022-07-03 12:00:00,+08:00,"BDA zone B, Yantai (烟台开发区B 区)",564,37.60240665,121.1421659,38,38,12,2.1,1.9,15.5,0.1,85,13.3,,9
749,2022-07-03 12:00:00,+08:00,"Dajijia, Yantai (烟台大季家)",565,37.67283315,121.0662505,16,5,16,0.6,1.9,12.2,0.1,85,13.3,,9
750,2022-07-03 12:00:00,+08:00,"Liújiāyuán, Weifang (潍坊刘家园)",566,36.73055556,119.0919444,42,42,20,3.1,3.2,15.9,0.1,84.1,26.7,1.6,3
751,,+08:00,"BDA, Weifang (潍坊经济开发区)",567,36.71955556,119.0481667,-,,,,,,,72.8,0.1,,2
