,name,idx,url
896,Shouguang Monitoring,10293,http://aqicn.org/city/shandong/shouguangshi/shouguangjiancezhan/
897,Shouguang Business,10294,http://aqicn.org/city/shandong/shouguangshi/shouguangshangwuxiaoqu/
898,Anqiu Qingyun,10295,http://aqicn.org/city/shandong/anqiushi/anqiuqingyunhuxiaoqu/
899,Anqiu Qingyun,10296,http://aqicn.org/city/shandong/anqiushi/anqiuqingyunshan/
900,Gaomi University,10297,http://aqicn.org/city/shandong/gaomishi/gaomidaxuecheng/
901,Gaomi Sports,10298,http://aqicn.org/city/shandong/gaomishi/gaomitiyuju/
902,Changyi Highway,10299,http://aqicn.org/city/shandong/changyishi/changyigongluju/
903,Changyi Yizhong,10300,http://aqicn.org/city/shandong/changyishi/changyiyizhong/
904,Zhangzhou Education,10301,http://aqicn.org/city/shandong/yanzhouqu/yanzhoujiaotiju/
905,Zhangzhou Jiuyi,10302,http://aqicn.org/city/shandong/yanzhouqu/yanzhoujiuyiyiyuan/
906,Zhangzhou Normal,10303,http://aqicn.org/city/shandong/yanzhouqu/yanzhoushifannanxiao/
907,Weishan Old,10304,http://aqicn.org/city/shandong/weishanxian/weishanlaonongyeju/
908,Weishan Rongshang,10305,http://aqicn.org/city/shandong/weishanxian/weishanrongshangjituan/
909,Yutai Development,10306,http://aqicn.org/city/shandong/yutaixian/yutaikaifaqu/
910,Yutai old,10307,http://aqicn.org/city/shandong/yutaixian/yutailaozhengfu/
911,college of,10308,http://aqicn.org/city/shandong/jinxiangxian/jiaoyuxueyuan/
912,Jinxiang Wastewater,10309,http://aqicn.org/city/shandong/jinxiangxian/jinxiangwushuichang/
913,Jiaxiang Construction,10310,http://aqicn.org/city/shandong/jiaxiangxian/jiaxiangjiansheju/
914,Jiaxiang Meteorological,10311,http://aqicn.org/city/shandong/jiaxiangxian/jiaxiangqixiangju/
915,Wenshang Wastewater,10312,http://aqicn.org/city/shandong/wenshangxian/wenshangwushuichang/
916,Wenshang Government,10313,http://aqicn.org/city/shandong/wenshangxian/wenshangzhengwuxinqu/
917,Surabaya Development,10314,http://aqicn.org/city/shandong/sishuixian/sishuikaifaqu/
918,Surabaya Old,10315,http://aqicn.org/city/shandong/sishuixian/sishuilaochengqu/
919,Liangshan TV,10316,http://aqicn.org/city/shandong/liangshanxian/liangshandianshitai/
920,Liangshan Meteorological,10317,http://aqicn.org/city/shandong/liangshanxian/liangshanqixiangju/
921,Qufu North,10318,http://aqicn.org/city/shandong/qufushi/qufubeiguan/
922,Qufu Nanguan,10319,http://aqicn.org/city/shandong/qufushi/qufunanguan/
923,Zoucheng Development,10320,http://aqicn.org/city/shandong/zouchengshi/zouchengkaifaqu/
924,Zoucheng Old,10321,http://aqicn.org/city/shandong/zouchengshi/zouchenglaochengqu/
925,Zoucheng New,10322,http://aqicn.org/city/shandong/zouchengshi/zouchengxinchengqu/
926,Ningyang Experimental,10323,http://aqicn.org/city/shandong/ningyangxian/ningyangshiyanzhongxue/
927,Ningyang Vocational,10324,http://aqicn.org/city/shandong/ningyangxian/ningyangzhijiaozhongxin/
928,Dongping Dongping,10325,http://aqicn.org/city/shandong/dongpingxian/dongpingdongpingjiancezhan/
929,Dongping Park,10326,http://aqicn.org/city/shandong/dongpingxian/dongpingyuanquguanwei/
930,Xintai Weather,10327,http://aqicn.org/city/shandong/xintaishi/xintaiqixiangzhan/
931,Xinwenzi Station,10328,http://aqicn.org/city/shandong/xintaishi/xinwenzizhan/
932,Feicheng Environmental,10329,http://aqicn.org/city/shandong/feichengshi/feichenghuanbaoju/
933,Feicheng Justice,10330,http://aqicn.org/city/shandong/feichengshi/feichengsifaju/
934,Wendeng Garden,10331,http://aqicn.org/city/shandong/wendengshi/wendengyuanlinju/
935,Wendeng Development,10332,http://aqicn.org/city/shandong/wendengshi/wendengkaifaquzizhan/
936,Rongcheng Harbin,10333,http://aqicn.org/city/shandong/rongchengshi/rongchenghaligong/
937,Rongcheng Yatou,10334,http://aqicn.org/city/shandong/rongchengshi/rongchengyatoujiedao/
938,Rushan University,10335,http://aqicn.org/city/shandong/rushanshi/rushanlaoniandaxue/
939,Rushan City,10336,http://aqicn.org/city/shandong/rushanshi/rushanshizhengfuzizhan/
940,Wulian Lianhai,10337,http://aqicn.org/city/shandong/wulianxian/wulianlianhaixue/
941,w,10338,http://aqicn.org/city/shandong/wulianxian/wulianshiyanxue/
942,Jinboyuan,10339,http://aqicn.org/city/shandong/juxian/juxianjinboyuan/
943,Yuejia Village,10340,http://aqicn.org/city/shandong/juxian/juxianyuejiacun/
944,Weinan Monitoring,10341,http://aqicn.org/city/shandong/yinanxian/yinanjiancezhan/
945,Weinan Development,10342,http://aqicn.org/city/shandong/yinanxian/yinankaifaqu/
946,Yucheng Monitoring,10343,http://aqicn.org/city/shandong/tanchengxian/tanchengjiancezhan/
947,Yucheng Development,10344,http://aqicn.org/city/shandong/tanchengxian/tanchengkaifaqu/
948,Surabaya monitoring,10345,http://aqicn.org/city/shandong/yishuixian/yishuijiancezhan/
949,Surabaya Development,10346,http://aqicn.org/city/shandong/yishuixian/yishuikaifaqu/
950,Lanling Monitoring,10347,http://aqicn.org/city/shandong/lanlingxian/lanlingjiancezhan/
951,Feixian Monitoring,10348,http://aqicn.org/city/shandong/feixian/feixianjiancezhan/
952,Feixian Development,10349,http://aqicn.org/city/shandong/feixian/feixiankaifaqu/
953,Pingyi monitoring,10350,http://aqicn.org/city/shandong/pingyixian/pingyijiancezhan/
954,Pingyi Development,10351,http://aqicn.org/city/shandong/pingyixian/pingyikaifaqu/
955,Weinan Monitoring,10352,http://aqicn.org/city/shandong/junanxian/junanjiancezhan/
956,Weinan Development,10353,http://aqicn.org/city/shandong/junanxian/junankaifaqu/
957,Mengyin monitoring,10354,http://aqicn.org/city/shandong/mengyinxian/mengyinjiancezhan/
958,Mengyin Development,10355,http://aqicn.org/city/shandong/mengyinxian/mengyinkaifaqu/
959,Linyi Monitoring,10356,http://aqicn.org/city/shandong/linshuxian/linshujiancezhan/
960,Linyi Development,10357,http://aqicn.org/city/shandong/linshuxian/linshukaifaqu/
961,Jiuyi Spring,10358,http://aqicn.org/city/shandong/dechengqu/jiuququanchunjingshuichang/
962,Lingcheng Art,10359,http://aqicn.org/city/shandong/lingchengqu/lingchengyishuzhongxin/
963,Lingcheng Lingxian,10360,http://aqicn.org/city/shandong/lingchengqu/lingchenglingxianyizhong/
964,Ningjin Huining,10361,http://aqicn.org/city/shandong/ningjinxian/ningjinhuininghu/
965,Ningjin Kangning,10362,http://aqicn.org/city/shandong/ningjinxian/ningjinkangninghugongyuan/
966,Qingfeng Audio,10363,http://aqicn.org/city/shandong/qingyunxian/qingfengyingyinkejizhongxin/
967,Yuntian Vocational,10364,http://aqicn.org/city/shandong/qingyunxian/yuntianzhiyejishuxueyuan/
968,Linpan Xianhe,10365,http://aqicn.org/city/shandong/linyixian/linpanxianhejidi/
969,Linyi Water,10366,http://aqicn.org/city/shandong/linyixian/linyigongshuigongsidiyishuichang/
970,Qihe County,10367,http://aqicn.org/city/shandong/qihexian/qihexiandiyizhongxue/
971,Qihe County,10368,http://aqicn.org/city/shandong/qihexian/qihexianlieshijinianguan/
972,Lingcheng Liwan,10369,http://aqicn.org/city/shandong/pingyuanxian/lingchengpipawangongyuan/
973,Plain Taoyuan,10370,http://aqicn.org/city/shandong/pingyuanxian/pingyuantaoyuanbinguan/
974,Xiajin Hotel,10371,http://aqicn.org/city/shandong/xiajinxian/xiajinbinguan/
975,Xiajin County,10372,http://aqicn.org/city/shandong/xiajinxian/xiajinxianshiminzhongxin/
976,Qipan Qilu,10373,http://aqicn.org/city/shandong/wuchengxian/linpanqiluxueyuan/
977,Wucheng County,10374,http://aqicn.org/city/shandong/wuchengxian/wuchengxiandisizhongxue/
978,Leling Second,10375,http://aqicn.org/city/shandong/lelingshi/lelingdierzhongxue/
979,Leling City,10376,http://aqicn.org/city/shandong/lelingshi/lelingshizhengfu/
980,Yucheng Party,10377,http://aqicn.org/city/shandong/yuchengshi/yuchengdangxiao/
981,Yucheng Futian,10378,http://aqicn.org/city/shandong/yuchengshi/yuchengfutianyaoye/
982,y,10379,http://aqicn.org/city/shandong/yuchengshi/yuchengshiqixiangju/
983,Liao Dadong,10380,http://aqicn.org/city/shandong/dongchangfuqu/liaodadongxiao/
984,Yanggu Nanhu,10381,http://aqicn.org/city/shandong/yangguxian/yanggunanhugongyuan/
985,Yanggu Qiaorun,10382,http://aqicn.org/city/shandong/yangguxian/yangguqiaorunzhongxue/
986,Yanggu County,10383,http://aqicn.org/city/shandong/yangguxian/yangguxianzhiwuyuan/
987,Jixian Experimental,10384,http://aqicn.org/city/shandong/xinxian/xinxianshiyangaozhong/
988,Qi County,10385,http://aqicn.org/city/shandong/xinxian/xinxianshunhegongyuan/
989,Jixian Wastewater,10386,http://aqicn.org/city/shandong/xinxian/xinxianwushuichulichang/
990,Muping Environmental,10387,http://aqicn.org/city/shandong/chipingxian/chipinghuanbaoju/
991,Muping Culture,10388,http://aqicn.org/city/shandong/chipingxian/chipingwenhuaguan/
992,Luanping County,10389,http://aqicn.org/city/shandong/chipingxian/chipingxianzhengfu/
993,d,10390,http://aqicn.org/city/shandong/dongaxian/dongacaozhigongyuan/
994,Donga Winery,10391,http://aqicn.org/city/shandong/dongaxian/dongajiuchang/
995,Dong,10392,http://aqicn.org/city/shandong/dongaxian/dongawushuichulichang/
996,Guan County,10393,http://aqicn.org/city/shandong/guanxian/guanxianguangzexiaoqubei/
997,Guanxian Qingyi,10394,http://aqicn.org/city/shandong/guanxian/guanxianqingyishengtaiyuan/
998,Guanxian Wastewater,10395,http://aqicn.org/city/shandong/guanxian/guanxianwushuichulichang/
999,g,10396,http://aqicn.org/city/shandong/gaotangxian/gaotangpulihuayuan/
1000,Gaotang People,10397,http://aqicn.org/city/shandong/gaotangxian/gaotangrenminyiyuandongyuan/
1001,Linqing Municipal,10398,http://aqicn.org/city/shandong/linqingshi/linqingshiqixiangju/
1002,Linqing City,10399,http://aqicn.org/city/shandong/linqingshi/linqingshizilaishuichang/
1003,Linqing Xinhua,10400,http://aqicn.org/city/shandong/linqingshi/linqingxinhuazhongxue/
1004,Zhanhua Sports,10401,http://aqicn.org/city/shandong/zhanhuaqu/zhanhuatiyuzhongxin/
1005,Zhanhua Environmental,10402,http://aqicn.org/city/shandong/zhanhuaqu/zhanhuahuanbaoju/
1006,Zhanhua New,10403,http://aqicn.org/city/shandong/zhanhuaqu/zhanhuaxinzhan/
1007,Huimin Wusheng,10404,http://aqicn.org/city/shandong/huiminxian/huiminwushengyuan/
1008,Huimin Water,10405,http://aqicn.org/city/shandong/huiminxian/huiminzilaishuigongsi/
1009,Yangxin Environmental,10406,http://aqicn.org/city/shandong/yangxinxian/yangxinhuanbaoju/
1010,Yangxin Vocational,10407,http://aqicn.org/city/shandong/yangxinxian/yangxinzhiyezhongzhuan/
1011,w,10408,http://aqicn.org/city/shandong/wudixian/wudisanshi/
1012,Wuxi Xixian,10409,http://aqicn.org/city/shandong/wudixian/wudixixianxuexiao/
1013,Boxing Environmental,10410,http://aqicn.org/city/shandong/boxingxian/boxinghuanbaoju/
1014,b,10411,http://aqicn.org/city/shandong/boxingxian/boxingsanxiao/
1015,Zouping Huangshan,10412,http://aqicn.org/city/shandong/zoupingxian/zoupinghuangshanshiyanchuzhongbu/
1016,Zouping Tunxi,10413,http://aqicn.org/city/shandong/zoupingxian/zoupingdaixijiedaoban/
1017,Dingtao Environmental,10414,http://aqicn.org/city/shandong/dingtaoqu/dingtaohuanbaoju/
1018,Dingtao Civil,10415,http://aqicn.org/city/shandong/dingtaoqu/dingtaominzhengju/
1019,Cao County,10416,http://aqicn.org/city/shandong/caoxian/caoxianwenhuazhongxin/
1020,Cao County,10417,http://aqicn.org/city/shandong/caoxian/caoxianyizhong/
1021,Shan County,10418,http://aqicn.org/city/shandong/danxian/danxiancaizhengju/
1022,Shan County,10419,http://aqicn.org/city/shandong/danxian/danxianwenhuazhongxin/
1023,Chengwu Dachi,10420,http://aqicn.org/city/shandong/chengwuxian/chengwudachiyuanqu/
1024,Chengwu Wenting,10421,http://aqicn.org/city/shandong/chengwuxian/chengwuwentingshequ/
1025,Juye Environmental,10422,http://aqicn.org/city/shandong/juyexian/juyehuanbaoju/
1026,Juye Youth,10423,http://aqicn.org/city/shandong/juyexian/juyeqingshaoniangong/
1027,Yucheng Environmental,10424,http://aqicn.org/city/shandong/yunchengxian/yunchenghuanbaoju/
1028,Yucheng Zhongyi,10425,http://aqicn.org/city/shandong/yunchengxian/yunchengzhongyiguangchang/
1029,Yucheng Ancient,10426,http://aqicn.org/city/shandong/juanchengxian/juanchengguquanbanshichu/
1030,Yucheng Shandong,10427,http://aqicn.org/city/shandong/juanchengxian/juanchengshandonghuateng/
1031,Dongming Yellow,10428,http://aqicn.org/city/shandong/dongmingxian/dongminghuanghehewuju/
1032,Dongming Kangning,10429,http://aqicn.org/city/shandong/dongmingxian/dongmingkangninglaonianfulizhongxin/
1033,Jinan,1505,http://aqicn.org/city/jinan/
1034,Qingdao,1506,http://aqicn.org/city/qingdao/
1035,Zibo,1507,http://aqicn.org/city/zibo/
1036,Zaozhuang,1508,http://aqicn.org/city/zaozhuang/
1037,Yantai,1509,http://aqicn.org/city/yantai/
1038,Weifang,1510,http://aqicn.org/city/weifang/
1039,Jining,1511,http://aqicn.org/city/jining/
1040,Taian,1512,http://aqicn.org/city/taian/
1041,Weihai,1513,http://aqicn.org/city/weihai/
1042,Rizhao,1514,http://aqicn.org/city/rizhao/
1043,Dongying,1515,http://aqicn.org/city/dongying/
1044,Laiwu,1516,http://aqicn.org/city/laiwu/
1045,Linyi,1517,http://aqicn.org/city/linyi/
1046,Dezhou,1518,http://aqicn.org/city/dezhou/
1047,Liaocheng,1519,http://aqicn.org/city/liaocheng/
1048,Binzhou,1520,http://aqicn.org/city/binzhou/
1049,Heze,1521,http://aqicn.org/city/heze/
1050,Sewage treatment,7129,http://aqicn.org/city/china/bozhou/wushuichulichang/
1051,s,7130,http://aqicn.org/city/china/bozhou/sanguolanshenggong/
1052,Shiji Park,641,http://aqicn.org/city/hebei/shijiazhuangshi/shijigongyuan/
1053,Xinan College,642,http://aqicn.org/city/hebei/shijiazhuangshi/xinangaojiao/
1054,Chemical College,643,http://aqicn.org/city/hebei/shijiazhuangshi/huagongxuexiao/
1055,Worker hospital,644,http://aqicn.org/city/hebei/shijiazhuangshi/zhigongyiyuan/
1056,People,645,http://aqicn.org/city/hebei/shijiazhuangshi/renminhuitang/
1057,Northwest Water,646,http://aqicn.org/city/hebei/shijiazhuangshi/xibeishuiyuan/
1058,High,647,http://aqicn.org/city/hebei/shijiazhuangshi/gaoxinqu/
1059,Fenglong Montain,648,http://aqicn.org/city/hebei/shijiazhuangshi/fenglongshan/
1060,No,649,http://aqicn.org/city/hebei/tangshanshi/12zhong/
1061,Ceramics Company,650,http://aqicn.org/city/hebei/tangshanshi/taocigongsi/
1062,Xiaoshanzi Station,651,http://aqicn.org/city/hebei/tangshanshi/xiaoshanzizhan/
1063,Commodities Bureau,652,http://aqicn.org/city/hebei/tangshanshi/wuziju/
1064,Leidazhanzi Station,653,http://aqicn.org/city/hebei/tangshanshi/leidazhanzizhan/
1065,Supply and,654,http://aqicn.org/city/hebei/tangshanshi/gongxiaoshe/
1066,City Monitoring,655,http://aqicn.org/city/hebei/qinhuangdaoshi/shijiancezhan/
1067,Beidaihe,656,http://aqicn.org/city/hebei/qinhuangdaoshi/beidaihe/
1068,Shanhai Pass,657,http://aqicn.org/city/hebei/qinhuangdaoshi/diyiguan/
1069,Contruction Plazz,658,http://aqicn.org/city/hebei/qinhuangdaoshi/jianshedaxia/
1070,City government,659,http://aqicn.org/city/hebei/qinhuangdaoshi/shizhengfu/
1071,CongTai Park,660,http://aqicn.org/city/hebei/handanshi/congtaigongyuan/
1072,City EPA,661,http://aqicn.org/city/hebei/handanshi/shihuanbaoju/
1073,East Sewage,662,http://aqicn.org/city/hebei/handanshi/dongwushui/
1074,Mine Hospital,663,http://aqicn.org/city/hebei/handanshi/kuangyuan/
1075,Road and,664,http://aqicn.org/city/hebei/xingtaishi/luqiaogongsi/
1076,Dahuo fontain,665,http://aqicn.org/city/hebei/xingtaishi/dahuoquan/
1077,Xingtai Normal,666,http://aqicn.org/city/hebei/xingtaishi/xingshigaozhuan/
1078,Environment protection,667,http://aqicn.org/city/hebei/xingtaishi/huanbaoju/
1079,City Monitoring,668,http://aqicn.org/city/hebei/baodingshi/shijiancezhan/
1080,Surface water,669,http://aqicn.org/city/hebei/baodingshi/dibiaoshuichang/
1081,Huadian II,670,http://aqicn.org/city/hebei/baodingshi/huadianerqu/
1082,Reception Center,671,http://aqicn.org/city/hebei/baodingshi/jiedaizhongxin/
1083,Film Factory,672,http://aqicn.org/city/hebei/baodingshi/jiaopianchang/
1084,Natatorium,673,http://aqicn.org/city/hebei/baodingshi/youyongguan/
1085,Century Compound,674,http://aqicn.org/city/hebei/zhangjiakoushi/shijihaoyuan/
1086,North Pumping,675,http://aqicn.org/city/hebei/zhangjiakoushi/beibengfang/
1087,People,676,http://aqicn.org/city/hebei/zhangjiakoushi/renmingongyuan/
1088,Hardware Warehouse,677,http://aqicn.org/city/hebei/zhangjiakoushi/wujinku/
1089,Tanji Chang,678,http://aqicn.org/city/hebei/zhangjiakoushi/tanjichang/
1090,Railway,679,http://aqicn.org/city/hebei/chengdeshi/tielu/
1091,Cultural Center,680,http://aqicn.org/city/hebei/chengdeshi/wenhuazhongxin/
1092,Bank of,681,http://aqicn.org/city/hebei/chengdeshi/zhongguoyinxing/
1093,BDA,682,http://aqicn.org/city/hebei/chengdeshi/kaifaqu/
1094,Ligong,683,http://aqicn.org/city/hebei/chengdeshi/ligong/
1095,Municipal EPB,684,http://aqicn.org/city/hebei/cangzhoushi/cangzhoushihuanbaoju/
1096,Cangxian Urban,685,http://aqicn.org/city/hebei/cangzhoushi/cangxianchengjianju/
1097,TV Broadcast,686,http://aqicn.org/city/hebei/cangzhoushi/dianshizhuanbozhan/
1098,Environmental Monitoring,687,http://aqicn.org/city/hebei/langfangshi/huanjingjiancejianlizhongxin/
1099,TCM Medical,688,http://aqicn.org/city/hebei/langfangshi/yaocaigongsi/
1100,BDA,689,http://aqicn.org/city/hebei/langfangshi/kaifaqu/
1101,North China,690,http://aqicn.org/city/hebei/langfangshi/beihuahangtianxueyuan/
1102,Hengshui City,691,http://aqicn.org/city/hebei/hengshuishi/hengshuishihuanbaoju/
1103,Environmental Monitoring,692,http://aqicn.org/city/hebei/hengshuishi/huanjingjiancezhan/
1104,Electrical Machine,693,http://aqicn.org/city/hebei/hengshuishi/dianjibeichang/
1105,No,3785,http://aqicn.org/city/hebei/tangshanshi/shierzhong/
1106,Xi,3786,http://aqicn.org/city/hebei/tangshanshi/xiaoshan/
1107,Luquan Yizhong,4618,http://aqicn.org/city/hebei/shijiazhuangshi/luquanyizhong/
1108,Zhengding Unicom,4619,http://aqicn.org/city/hebei/shijiazhuangshi/zhengdingliantonggongsi/
1109,Yucheng Communication,4620,http://aqicn.org/city/hebei/shijiazhuangshi/luanchengtongxungongsi/
1110,Yucheng Experimental,4621,http://aqicn.org/city/hebei/shijiazhuangshi/gaochengshiyanxuexiao/
1111,j,4622,http://aqicn.org/city/hebei/shijiazhuangshi/jinzhoubonade/
1112,Xinle City,4623,http://aqicn.org/city/hebei/shijiazhuangshi/xinleshiweidonglou/
1113,Wuji Environmental,4624,http://aqicn.org/city/hebei/shijiazhuangshi/wujihuanbaoju/
1114,Shenze Power,4625,http://aqicn.org/city/hebei/shijiazhuangshi/shenzegongdianju/
1115,Zhao County,4626,http://aqicn.org/city/hebei/shijiazhuangshi/zhaoxianhuanbaoju/
1116,Gaochun County,4627,http://aqicn.org/city/hebei/shijiazhuangshi/gaoyixianzhengfu/
1117,Yuanshi Housing,4628,http://aqicn.org/city/hebei/shijiazhuangshi/yuanshizhujianju/
1118,Zanhuang County,4629,http://aqicn.org/city/hebei/shijiazhuangshi/zanhuangxianzhengfu/
1119,Jingjing County,4630,http://aqicn.org/city/hebei/shijiazhuangshi/jingxingxianqixiangju/
1120,Jingjing Mining,4631,http://aqicn.org/city/hebei/shijiazhuangshi/jingxingkuangququweidalou/
1121,Pingshan Yehe,4632,http://aqicn.org/city/hebei/shijiazhuangshi/pingshanyehe/
1122,Lingshou Water,4633,http://aqicn.org/city/hebei/shijiazhuangshi/lingshougongshui/
1123,Xingtang County,4634,http://aqicn.org/city/hebei/shijiazhuangshi/xingtangxianweibangonglou/
1124,Xinji City,4635,http://aqicn.org/city/hebei/xinjishi/xinjishizhengfu/
1125,Guye District,4636,http://aqicn.org/city/hebei/tangshanshi/guyequzhengfu/
1126,Kaiping monitoring,4637,http://aqicn.org/city/hebei/tangshanshi/kaipingjiancezhan/
1127,Fengnan District,4638,http://aqicn.org/city/hebei/tangshanshi/fengnanquzhengfu/
1128,Fengrun District,4639,http://aqicn.org/city/hebei/tangshanshi/fengrunquzhengfu/
1129,Qianxi Environmental,4640,http://aqicn.org/city/hebei/tangshanshi/qianxihuanbaoju/
1130,Caofeidian Xinli,4641,http://aqicn.org/city/hebei/tangshanshi/caofeidianxinlixiaoxue/
1131,Zunhua Environmental,4642,http://aqicn.org/city/hebei/tangshanshi/zunhuahuanbaoju/
1132,Qian,4643,http://aqicn.org/city/hebei/tangshanshi/qiananyizhong/
1133,Qinglong Environmental,4644,http://aqicn.org/city/hebei/qinhuangdaoshi/qinglonghuanbaoju/
1134,Changli Environmental,4645,http://aqicn.org/city/hebei/qinhuangdaoshi/changlihuanbaoju/
1135,Funing Party,4646,http://aqicn.org/city/hebei/qinhuangdaoshi/funingdangxiao/
1136,Fengfeng Mining,4647,http://aqicn.org/city/hebei/handanshi/fengfengkuangqudishuiju/
1137,Shexian County,4648,http://aqicn.org/city/hebei/handanshi/shexianjiancezhan/
1138,Cixian Vocational,4649,http://aqicn.org/city/hebei/handanshi/cixianzhijiaozhongxin/
1139,Yongnian Government,4650,http://aqicn.org/city/hebei/handanshi/yongnianzhengfubinguan/
1140,Wu,4651,http://aqicn.org/city/hebei/handanshi/wuangaokaiqu/
1141,Neiqiu Cultural,4652,http://aqicn.org/city/hebei/xingtaishi/naqiuwenhuahuodongzhongxin/
1142,Shahe Propaganda,4653,http://aqicn.org/city/hebei/xingtaishi/shahexuanchuanwenhuazhongxin/
1143,Mancheng Tax,4654,http://aqicn.org/city/hebei/baodingshi/manchengshuiwuju/
1144,Qingyuan County,4655,http://aqicn.org/city/hebei/baodingshi/qingyuanxianzhengfu/
1145,Xushui Environmental,4656,http://aqicn.org/city/hebei/baodingshi/xushuihuanbaoju/
1146,Anxin Civil,4657,http://aqicn.org/city/hebei/baodingshi/anxinminzhengju/
1147,Zhangzhou Monitoring,4658,http://aqicn.org/city/hebei/baodingshi/zhuozhoujiancezhan/
1148,Gaobeidian Environmental,4659,http://aqicn.org/city/hebei/baodingshi/gaobeidianhuanbaoju/
1149,Dingzhou Armed,4660,http://aqicn.org/city/hebei/dingzhoushi/dingzhouwuzhuangbu/
1150,Xuanhua District,4661,http://aqicn.org/city/hebei/zhangjiakoushi/xuanhuaqujunyingfenghuangcheng/
1151,Lower Garden,4662,http://aqicn.org/city/hebei/zhangjiakoushi/xiahuayuanhuanbaoju/
1152,Huai,4663,http://aqicn.org/city/hebei/zhangjiakoushi/huaianhuanbaoju/
1153,Huailaifu Elementary,4664,http://aqicn.org/city/hebei/zhangjiakoushi/huailaifuqianxiaoxue/
1154,Chicheng North,4665,http://aqicn.org/city/hebei/zhangjiakoushi/chichengbeishan/
1155,Chengde County,4666,http://aqicn.org/city/hebei/chengdeshi/chengdexianhuanbaoju/
1156,Xinglong County,4667,http://aqicn.org/city/hebei/chengdeshi/xinglongxianzhengfu/
1157,Muping Environmental,4668,http://aqicn.org/city/hebei/chengdeshi/luanpinghuanbaoju/
1158,Fengning County,4669,http://aqicn.org/city/hebei/chengdeshi/fengningxianzhengfu/
1159,Qing County,4670,http://aqicn.org/city/hebei/cangzhoushi/qingxianzhengfu/
1160,Botou City,4671,http://aqicn.org/city/hebei/cangzhoushi/botoushizhengfu/
1161,Renqiu Huayou,4672,http://aqicn.org/city/hebei/cangzhoushi/renqiuhuayoubachu/
1162,Huangpu Finance,4673,http://aqicn.org/city/hebei/cangzhoushi/huanghuacaizhengjupeixunzhongxin/
1163,Gu,4674,http://aqicn.org/city/hebei/langfangshi/guandangxiao/
1164,Xianghe Environmental,4675,http://aqicn.org/city/hebei/langfangshi/xianghehuanbaoju/
1165,Wen,4676,http://aqicn.org/city/hebei/langfangshi/wenanxianhuanbaoju/
1166,Dachang Health,4677,http://aqicn.org/city/hebei/langfangshi/dachangweishengju/
1167,Bazhou Shunda,4678,http://aqicn.org/city/hebei/langfangshi/bazhoushundaranqi/
1168,Sanhe Transportation,4679,http://aqicn.org/city/hebei/langfangshi/sanhejiaotongju/
1169,Anping County,4680,http://aqicn.org/city/hebei/hengshuishi/anpingxianhuanbaoju/
1170,Zhangzhou Environmental,4681,http://aqicn.org/city/hebei/hengshuishi/jizhouhuanbaoju/
1171,Jixian No,5610,http://aqicn.org/city/hebei/tangshanshi/luanxiandiyizhongxue/
1172,Yinan County,5611,http://aqicn.org/city/hebei/tangshanshi/luannanxianxianzhengfu/
1173,Laoting County,5612,http://aqicn.org/city/hebei/tangshanshi/letingxianzonghezhixiao/
1175,Lulong County,5614,http://aqicn.org/city/hebei/qinhuangdaoshi/lulongxianqixiangju/
1176,Linyi County,5615,http://aqicn.org/city/hebei/handanshi/linzhangxiansanzhong/
1177,Cheng,5616,http://aqicn.org/city/hebei/handanshi/chenganxianwangtonggongsi/
1178,Daming County,5617,http://aqicn.org/city/hebei/handanshi/damingxiandamingyizhong/
1179,Feixiang Administration,5618,http://aqicn.org/city/hebei/handanshi/feixianggongshangxingzhengguanliju/
1180,Qiu County,5619,http://aqicn.org/city/hebei/handanshi/qiuxianzhengfu/
1181,Jize County,5620,http://aqicn.org/city/hebei/handanshi/jizexianhuanjingbaohuju/
1182,Guangping County,5621,http://aqicn.org/city/hebei/handanshi/guangpingxianyizhong/
1183,Guantao County,5622,http://aqicn.org/city/hebei/handanshi/guantaoxianyongjiluxiaoxue/
1184,Wei County,5623,http://aqicn.org/city/hebei/handanshi/weixiandisanzhongxue/
1185,Quzhou County,5624,http://aqicn.org/city/hebei/handanshi/quzhouxianwuzhuangbu/
1186,Lincheng County,5625,http://aqicn.org/city/hebei/xingtaishi/linchengxianhuanbaoju/
1187,Baixiang County,5626,http://aqicn.org/city/hebei/xingtaishi/baixiangxianzhongxue/
1188,Longyan County,5627,http://aqicn.org/city/hebei/xingtaishi/longyaoxianhuanbaoju/
1189,Renxian Youth,5628,http://aqicn.org/city/hebei/xingtaishi/renxianqingshaonianwenhuahuodongzhongxin/
1190,Nanhe County,5629,http://aqicn.org/city/hebei/xingtaishi/nanhexianhuanbaoju/
1191,Ningjin County,5630,http://aqicn.org/city/hebei/xingtaishi/ningjinxianzhengfu/
1192,Julu Administrative,5631,http://aqicn.org/city/hebei/xingtaishi/juluxingzhengfuwuzhongxin/
1193,Xinhe County,5632,http://aqicn.org/city/hebei/xingtaishi/xinhexianhuanbaoju/
1194,Guangzong County,5633,http://aqicn.org/city/hebei/xingtaishi/guangzongxianjihuashengyuju/
1195,Pingxiang County,5634,http://aqicn.org/city/hebei/xingtaishi/pingxiangxianxingzhengfuwuzhongxin/
1196,Weixian No,5635,http://aqicn.org/city/hebei/xingtaishi/weixiandiyizhongxue/
1197,Qinghe County,5636,http://aqicn.org/city/hebei/xingtaishi/qinghexianqingshaonianhuodongzhongxin/
